snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span,alt_snippet_ids,_type_fix
src_pdf_021_chunk_0136,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,136,Carthamus tinctorius,fkg:Food,fkg:FOO_00663,fkg:hasIngredient,Seed,fkg:Ingredient,fkg:ING_00322,0.95,Flower / Leaf / Seed,,
src_pdf_021_chunk_0136,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,136,Carthamus tinctorius,fkg:Food,fkg:FOO_00663,fkg:hasIngredient,Seed oil,fkg:Ingredient,fkg:ING_00317,0.95,Seed: Seed oil,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,C. robusta,fkg:Ingredient,fkg:ING_00358,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Coffea arabica / C. robusta for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,Coleus forskohlii,fkg:Ingredient,fkg:ING_00359,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Coleu s forskohlii ... for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,C. aromaticus,fkg:Ingredient,fkg:ING_00360,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Coleu s forskohlii / C. aromaticus ... for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,C. barbatus,fkg:Ingredient,fkg:ING_00361,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,C. barbatus (syn) ... for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,Colocasia antiquorum,fkg:Ingredient,fkg:ING_00362,fflo:affectsPopulation,children below 16,fflo:VulnerablePopulation,fkg:VUL_00008,0.95,Not recommended for children below 16,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,C. esculenta,fkg:Ingredient,fkg:ING_00363,fflo:affectsPopulation,children below 16,fflo:VulnerablePopulation,fkg:VUL_00008,0.95,Now known as C. esculenta ... Not recommended for children below 16,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,Commelina bengalensis,fkg:Ingredient,fkg:ING_00364,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Comm elina bengalensis L. ... for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,Commiphora wightii,fkg:Ingredient,fkg:ING_00365,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Comm iphora wightii for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,Commiphora myrrha,fkg:Ingredient,fkg:ING_00366,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Comm iphora myrrha ... for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,Costus speciosus,fkg:Ingredient,fkg:ING_00367,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,Costu s speciosus ... for children below 5,,
src_pdf_021_chunk_0139,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,139,C. koeniga,fkg:Ingredient,fkg:ING_00368,fflo:affectsPopulation,children below 5,fflo:VulnerablePopulation,fkg:VUL_00007,0.95,C. koeniga (syn) for children below 5,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Cucumis melo L.,fkg:Food,fkg:FOO_00576,fkg:hasIngredient,Seed,fkg:Ingredient,fkg:ING_00322,0.95,Cucum is melo L. ... Seed,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Cucumis sativus L.,fkg:Food,fkg:FOO_00664,fkg:hasIngredient,Seed,fkg:Ingredient,fkg:ING_00322,0.95,Cucum is sativus L. Seed,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Cucumis sativus L.,fkg:Food,fkg:FOO_00664,fkg:hasIngredient,fruit,fkg:Ingredient,fkg:FOO_01236,0.95,Cucum is sativus L. ... Fruit,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Curculigo orchioides Gaertn.,fkg:Food,fkg:FOO_00665,fkg:hasIngredient,Tuber,fkg:Ingredient,fkg:ING_00350,0.95,Curcu ligo orchioides Gaertn. Tuber,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Curcuma longa L.,fkg:Food,fkg:FOO_00666,fkg:hasIngredient,Rhizome,fkg:Ingredient,fkg:ING_00352,0.95,Curcu ma longa L. Rhizome,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Curcuma longa L.,fkg:Food,fkg:FOO_00666,fkg:hasIngredient,Leaf,fkg:Ingredient,fkg:ING_00320,0.95,Curcu ma longa L. ... Leaf,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Cyamopsis tetragonoloba,fkg:Food,fkg:FOO_00667,fkg:hasIngredient,Gum,fkg:Ingredient,fkg:FOO_03104,0.95,Cyam opsis tetragonoloba Gum,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Daucus carota L.,fkg:Food,fkg:FOO_00668,fkg:hasIngredient,Tuberous root,fkg:Ingredient,fkg:ING_00370,0.95,Daucu s carota L. Tuberous root,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Daucus carota L.,fkg:Food,fkg:FOO_00668,fkg:hasIngredient,Seed,fkg:Ingredient,fkg:ING_00322,0.95,Daucu s carota L. ... Seed,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Desmodium gangeticum,fkg:Food,fkg:FOO_00580,fkg:hasIngredient,Whole plant,fkg:Ingredient,fkg:ING_00355,0.95,Desm odium gangeticum ... Whole plant,,
src_pdf_021_chunk_0140,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,140,Desmodium gangeticum,fkg:Food,fkg:FOO_00580,fkg:hasIngredient,Root,fkg:Ingredient,fkg:ING_00314,0.95,Desm odium gangeticum ... Root,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Saussurea lappa,fkg:Ingredient,fkg:ING_00371,fflo:hasScientificName,Saussurea lappa (Deeni),xsd:string,fkg:STR_00541,0.95,Saussurea lappa (Deeni),,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Saussurea lappa,fkg:Ingredient,fkg:ING_00371,fflo:hasScientificName,S. costus,xsd:string,fkg:STR_00542,0.95,S. costus,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Saussurea lappa,fkg:Ingredient,fkg:ING_00371,fflo:hasScientificName,Kushta / Kuth,xsd:string,fkg:STR_00543,0.95,Kushta /: Kuth,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Selinum tenuifolium,fflo:Adulterant,fkg:ADU_00055,fflo:hasDefinition,Murra-Maangi / Bhuutakoshi,xsd:string,fkg:STR_00544,0.95,Murra-Maangi /: Bhuutakoshi,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Semicarpus anacardium,fkg:Ingredient,fkg:ING_00372,fflo:hasDefinition,Bhallataka / Bhallava,fkg:Food,fkg:FOO_00669,0.95,Bhallataka / Bhallava,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Sesamum indicum,fkg:Ingredient,fkg:FOO_00670,fflo:hasScientificName,S. orientale L.,xsd:string,fkg:STR_00545,0.95,Now known as S. orientale L.,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Sesamum indicum,fkg:Food,fkg:FOO_00670,fflo:hasDefinition,Tila / Sesame / Gingelly,xsd:string,fkg:STR_00546,0.95,Tila /Sesame /Gingelly,,
src_pdf_021_chunk_0154,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,154,Sida cordifolia,fflo:Adulterant,fkg:ADU_00056,fflo:hasDefinition,Mahaballa / Nagaballa,xsd:string,fkg:STR_00547,0.95,Mahaballa /Nagaballa,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Pterocarpus marsupium,fkg:Food,fkg:FOO_00635,fkg:hasIngredient,Heart wood,fkg:Ingredient,fkg:ING_00374,0.95,Ptero carpus marsupium Roxb. Heart wood,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Pterocarpus santalinus,fkg:Food,fkg:FOO_00671,fkg:hasIngredient,Heart wood,fkg:Ingredient,fkg:ING_00374,0.95,Ptero carpus santalinus Linn.: Heart wood,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Punica granatum,fkg:Food,fkg:FOO_00672,fkg:hasIngredient,Fruit rind,fkg:Ingredient,fkg:ING_00351,0.95,Punic a granatum L. Fruit rind,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Punica granatum,fkg:Food,fkg:FOO_00672,fkg:hasIngredient,Leaf,fkg:Ingredient,fkg:ING_00320,0.95,Fruit rind: Leaf,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Putranjiva roxburghii,fkg:Food,fkg:FOO_00673,fkg:hasIngredient,Fruit seed kernel,fkg:Ingredient,fkg:ING_00375,0.95,Putra njiva roxburghii Fruit seed kernel,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Pyrus communis,fkg:Food,fkg:FOO_00674,fkg:hasIngredient,fruit,fkg:Ingredient,fkg:FOO_01236,0.95,Pyrus communis L. Fruit,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Pyrus communis,fkg:Food,fkg:FOO_00674,fkg:hasIngredient,Seed,fkg:Ingredient,fkg:ING_00322,0.95,Fruit: Seed,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Pyrus communis,fkg:Food,fkg:FOO_00674,fkg:hasIngredient,Leaf,fkg:Ingredient,fkg:ING_00320,0.95,Leaf 1-5 g (for decoction),,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Pyrus malus,fkg:Food,fkg:FOO_00675,fflo:hasScientificName,Malus pumila Mill.,xsd:string,fkg:STR_00548,0.95,Pyrus malus L. (Now known as Malus pumila Mill.),,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Reinwardtia indica,fkg:Food,fkg:FOO_00676,fkg:hasIngredient,Whole plant,fkg:Ingredient,fkg:ING_00355,0.95,Reinw ardtia indica Whole plant,,
src_pdf_021_chunk_0152,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,152,Reinwardtia indica,fkg:Food,fkg:FOO_00676,fkg:hasIngredient,Leaf,fkg:Ingredient,fkg:ING_00320,0.95,Whole plant/Leaf,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Zingiber officinale,fkg:Ingredient,fkg:ING_00376,fflo:hasDefinition,Adrakh /Shunti,xsd:string,fkg:STR_00549,0.95,Rhizome Adrakh /Shunti,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Ziziphus jujuba,fkg:Ingredient,fkg:ING_00377,fflo:hasScientificName,Ziziphus jujuba,xsd:string,fkg:ING_00377,0.95,Zizyp hus jujuba Lam.,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Ziziphus jujuba,fkg:Ingredient,fkg:ING_00377,fflo:hasDefinition,Unnaba / unnab ber,xsd:string,fkg:STR_00551,0.95,Pericarp Unnaba / unnab ber,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Ziziphus nummularia,fkg:Ingredient,fkg:ING_00378,fflo:hasDefinition,Jangali Ber / Jhar ber,xsd:string,fkg:STR_00552,0.95,Pericarp Jangali Ber / Jhar ber,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Schedule IV ingredients,fkg:Ingredient,fkg:FOO_00677,fflo:hasObligation,ProcessingRequirement,fflo:ProductionRequirement,fkg:PRO_00778,0.95,shall be used after due processing or in their extract forms,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Schedule IV ingredients,fkg:Ingredient,fkg:FOO_00677,fflo:hasPermissibleLimit,UsageRangeCompliance,fflo:PermissibleLimit,fkg:PER_00035,0.95,subject to permissible usage range given in the last column,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Schedule IV ingredients,fflo:FoodBusinessOperator,fkg:FOO_00677,fflo:hasObligation,ScientificRationaleRequirement,fflo:ObligationType,fkg:OBL_00272,0.95,Adequate scientific rationale... shall be applied for manufacturing foods,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,FoodBusinessOperator,fflo:FoodBusinessOperator,fkg:FOO_01641,fflo:hasObligation,RationaleSubmission,fflo:ObligationType,fkg:OBL_00273,0.95,FBO's shall provide the rationale as part of the application,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,Schedule IV ingredients,fkg:Food,fkg:FOO_00677,fflo:compliesWith,"Food Safety and Standards (Contaminants, toxins and Residues) Regulations, 2011",fflo:RegulatoryDocument,fkg:REG_00063,0.95,"shall comply with Food Safety and Standards (Contaminants, Toxins and Residues) Regulations, 2011",,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,children between 5-16 years,fflo:VulnerablePopulation,fkg:VUL_00009,fflo:hasPermissibleLimit,ev_limit_children_5_16_0001_021_159,fflo:PermissibleLimit,fkg:ev_limit_children_5_16_0001_021_159,0.95,Permitted range of usage for children between 5-16 years is ½ of the permitted range of usage for adults,,
src_pdf_021_chunk_0159,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,159,ev_limit_children_5_16_0001_021_159,fflo:PermissibleLimit,fkg:ev_limit_children_5_16_0001_021_159,fflo:hasValue,0.5,fso:Measurement,fkg:MEA_00104,0.95,is ½ of the permitted range of usage for adults,,
src_pdf_021_chunk_0175,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,175,"Propane 1, 2 diol alginate",fflo:FoodAdditive,fkg:FOO_03085,fflo:hasFunction,Gelling agent,fflo:AdditiveFunction,fkg:ADD_00114,0.85,"Propane 1, 2 diol alginate ... Gelling agent",,
src_pdf_021_chunk_0175,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,175,ev_limit_0002_021_175,fflo:PermissibleLimit,fkg:ev_limit_0002_021_175,fflo:inFood,nutraceuticals,fkg:Food,fkg:FOO_00512,0.8,List of ingredients as nutraceuticals,,
src_pdf_021_chunk_0175,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,175,Isopropyl alcohol,fflo:ProcessingAid,fkg:PRO_00629,fflo:hasFunction,Solvent for coating,fflo:AdditiveFunction,fkg:ADD_00115,0.95,Isopropyl alcohol: Solvent for coating,,
src_pdf_021_chunk_0175,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,175,Dichloromethane,fflo:ProcessingAid,fkg:PRO_00630,fflo:hasFunction,Solvent for coating,fflo:AdditiveFunction,fkg:ADD_00115,0.95,Dichloromethane | Solvent for coating,,
src_pdf_021_chunk_0175,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,175,FBOs,fflo:FoodBusinessOperator,fkg:FOO_01642,fflo:hasObligation,Compliance,fflo:ObligationType,fkg:OBL_00274,0.95,FBOs to comply with the provisions,,
src_pdf_021_chunk_0181,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,181,Cyperus rotandus,fkg:Ingredient,fkg:ING_00380,fflo:hasScientificName,Nirgundi,xsd:string,fkg:STR_00553,0.9,Nirgundi: —,,
src_pdf_021_chunk_0181,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,181,Dehydroepiandrosterone (DHEA),fkg:Ingredient,fkg:ING_00381,fflo:hasScientificName,Dehydroepiandrosterone (DHEA),xsd:string,fkg:ING_00381,0.95,Dehydroepiandrosterone (DHEA) and 7-Keto DHEA,,
src_pdf_021_chunk_0181,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,181,D-Pinitol,fkg:Ingredient,fkg:ING_00382,fflo:hasScientificName,D-Pinitol,xsd:string,fkg:ING_00382,0.95,D-Pinitol,,
src_pdf_021_chunk_0181,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,181,Edible legumes,fkg:Food,fkg:FOO_00678,fkg:hasIngredient,seed powder,fkg:Ingredient,fkg:ING_00383,0.9,Edible legumes (seed powder),,
src_pdf_021_chunk_0184,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,184,Lagerstroemia speciosa L,fkg:Ingredient,fkg:ING_00384,fflo:hasDefinition,Banaba,xsd:string,fkg:STR_00556,0.95,Lagerstroemia speciosa L (leaf extract) Banaba,,
src_pdf_021_chunk_0187,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,187,Phosphatides,fkg:Ingredient,fkg:ING_00385,fflo:hasScientificName,Phospholipids,xsd:string,fkg:STR_00557,0.95,Phosphatides /Phospholipids,,
src_pdf_021_chunk_0187,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,187,Phyllanthus amarus,fkg:Ingredient,fkg:ING_00386,fflo:hasScientificName,Bhuiamalaki,xsd:string,fkg:STR_00558,0.95,Phyllanthus amarus - extract | -: Bhuiamalaki,,
src_pdf_021_chunk_0190,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,190,Terminalia arjuna,fkg:Ingredient,fkg:ING_00387,fflo:hasDefinition,Arjuna,xsd:string,fkg:STR_00559,0.95,Arjuna,,
src_pdf_021_chunk_0190,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,190,Terminalia bellerica,fkg:Ingredient,fkg:ING_00388,fflo:hasScientificName,Terminalia bellerica,xsd:string,fkg:ING_00388,0.95,Termi nalia bellerica - fruit extract,,
src_pdf_021_chunk_0190,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,190,Terminalia chebula,fflo:Adulterant,fkg:ADU_00057,fflo:hasDefinition,Myrobalan / Harad,xsd:string,fkg:STR_00561,0.95,Myrobalan / Harad,,
src_pdf_022_chunk_0001,src_pdf_022,markdown/contaminants_regulations.md,pdf,1,Food Safety and Standards Authority of India,fflo:RegulatoryBody,fkg:REG_00246,fflo:isEmpoweredTo,RegulationMaking,fflo:RegulatoryActionType,fkg:REG_00325,0.95,powers conferred by clause (i) of sub section (2) section 92,,
src_pdf_022_chunk_0001,src_pdf_022,markdown/contaminants_regulations.md,pdf,1,Food Safety and Standards Authority of India,fflo:RegulatoryBody,fkg:REG_00246,fflo:definedIn,"Food Safety and Standard Act, 2006",fflo:RegulatoryDocument,fkg:REG_00015,0.95,"exercise of the powers conferred by clause (i) of sub section (2) section 92 read with section 20 of Food Safety and Standards Act, 2006",,
src_pdf_022_chunk_0001,src_pdf_022,markdown/contaminants_regulations.md,pdf,1,Food Safety and Standards Authority of India,fflo:RegulatoryBody,fkg:REG_00246,lkif:created_by,"Food Safety and Standards (Contaminants, toxins and Residues) Regulations, 2011",fflo:RegulatoryDocument,fkg:REG_00063,0.95,"proposes to make Food Safety and Standards Regulations in so far as they relates to Food Safety and Standards (Contaminants, Toxins and Residues) Regulations, 2011",,auto:fflo:FoodStandard→fflo:RegulatoryDocument
src_pdf_022_chunk_0001,src_pdf_022,markdown/contaminants_regulations.md,pdf,1,"Food Safety and Standards (Contaminants, toxins and Residues) Regulations, 2011",fflo:RegulatoryDocument,fkg:REG_00063,fflo:specifiedIn,Gazette of India Extraordinary Part III – Section 4,fflo:RegulatoryDocument,fkg:REG_00122,0.95,published in consolidated form at pages 1 to 776 in the Gazette of India Extraordinary Part III – Section 4,,
src_pdf_022_chunk_0001,src_pdf_022,markdown/contaminants_regulations.md,pdf,1,Gazette of India Extraordinary Part III – Section 4,fflo:RegulatoryDocument,fkg:REG_00122,fflo:hasValue,20th October 2010,xsd:string,fkg:STR_00562,0.95,dated 20th October 2010,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Trigonella foenum-graecum,fflo:Adulterant,fkg:ADU_00058,fflo:hasDefinition,Methika/Methi/Fenugreek,xsd:string,fkg:STR_00563,0.95,Methika/Methi/Fenugreek,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Triticum sativum,fkg:Ingredient,fkg:ING_00389,fflo:hasDefinition,Godhum/Wheat/Gehu,xsd:string,fkg:STR_00564,0.95,Godhum/Wheat/Gehu,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Vaccinium corymbosum,fkg:Ingredient,fkg:ING_00390,fflo:hasScientificName,Blueberry,xsd:string,fkg:STR_00565,0.95,Blueberry,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Vaccinium oxycoccos,fkg:Ingredient,fkg:ING_00391,fflo:hasDefinition,Cranberry,xsd:string,fkg:STR_00566,0.95,Cranberry,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Valeriana wallichii,fkg:Ingredient,fkg:ING_00392,fflo:hasDefinition,Tagar,xsd:string,fkg:STR_00567,0.95,Tagar,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Vitis alba,fkg:Ingredient,fkg:ING_00393,fflo:hasDefinition,Draksha/Munakka/Blue,xsd:string,fkg:STR_00568,0.95,Draksha/ Munakka/Blue,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Zingiber officinale,fkg:Ingredient,fkg:ING_00376,fflo:hasDefinition,Shunti/Ginger,xsd:string,fkg:STR_00569,0.95,Shunti/Ginger,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Enzymes,fflo:ProcessingAid,fkg:PRO_00560,fflo:hasFunction,ProcessingAid,fflo:AdditiveFunction,fkg:ADD_00116,0.95,primarily used as processing aids | used as processing aids,src_pdf_009_chunk_0011,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Enzymes,fflo:ProcessingAid,fkg:PRO_00560,fkg:hasIngredient,Nutraceutical Products,fkg:Food,fkg:FOO_00089,0.95,may be used in nutraceutical products,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Food Safety and Standards Regulations,fflo:RegulatoryDocument,fkg:REG_00123,fflo:appliesTo,Schedule-I,fflo:FoodStandard,fkg:FOO_02869,0.95,sources for ingredients listed under Schedule-VI shall only be from those listed/specified under Food Safety and Standrds Regulations,,
src_pdf_021_chunk_0201,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,201,Food Business Operators,fflo:FoodBusinessOperator,fkg:FOO_01643,fflo:hasObligation,Compliance,fflo:ObligationType,fkg:OBL_00274,0.95,FBOs to comply with the provisions,,
src_pdf_022_chunk_0002,src_pdf_022,markdown/contaminants_regulations.md,pdf,2,"Food Safety and Standards (Contaminants, toxins and Residues) Regulations, 2011",fflo:RegulatoryDocument,fkg:REG_00063,lkif:created_by,Food Safety and Standards Authority of India,fflo:RegulatoryBody,fkg:REG_00246,0.95,Food Safety and Standards Authority of India hereby make the following Regulations,,auto:fflo:FoodStandard→fflo:RegulatoryDocument
src_pdf_022_chunk_0002,src_pdf_022,markdown/contaminants_regulations.md,pdf,2,"Food Safety and Standards (Contaminants, toxins and Residues) Regulations, 2011",fflo:RegulatoryDocument,fkg:REG_00063,fflo:hasDefinition,"Food Safety and Standards (Contaminants, toxins and Residues)",fflo:RegulatoryDocument,fkg:REG_00124,0.95,"These regulations may be called the Food Safety and Standards (Contaminants, toxins and Residues)",,
src_pdf_022_chunk_0002,src_pdf_022,markdown/contaminants_regulations.md,pdf,2,"Food Safety and Standards (Contaminants, toxins and Residues) Regulations, 2011",fflo:RegulatoryDocument,fkg:REG_00063,fflo:hasDefinition,"Crop contaminant means any substance not intentionally added to food, but which gets added to articles of food in the process of their production (including operations carried out in crop husbandry, animal husbandry and veterinary medicine), manufacture, processing, preparation, treatment, packing, packaging transport or holding of articles of such food as a result of environmental contamination",fflo:ContaminantAdulterant,fkg:CON_00031,0.95,Crop contaminant means any substance not intentionally added to food,,
src_pdf_022_chunk_0002,src_pdf_022,markdown/contaminants_regulations.md,pdf,2,Chemicals described in monographs of the Indian Pharmacopoeia,fkg:Food,fkg:FOO_00679,fflo:hasPermissibleLimit,ev_limit_0001_022_2,fflo:PermissibleLimit,fkg:ev_limit_0001_022_2,0.95,shall not contain metal contaminants beyond the limits,,
src_pdf_022_chunk_0002,src_pdf_022,markdown/contaminants_regulations.md,pdf,2,ev_limit_0001_022_2,fflo:PermissibleLimit,fkg:ev_limit_0001_022_2,fflo:forProperty,metal contaminants,ssn:Property,fkg:PRO_00223,0.95,shall not contain metal contaminants beyond the limits,,
src_pdf_022_chunk_0002,src_pdf_022,markdown/contaminants_regulations.md,pdf,2,ev_limit_0001_022_2,fflo:PermissibleLimit,fkg:ev_limit_0001_022_2,fflo:specifiedIn,Indian Pharmacopoeia,fflo:FoodStandard,fkg:FOO_02862,0.95,limits specified in the appropriate monographs of the Indian Pharmacopoeia,,
src_pdf_022_chunk_0003,src_pdf_022,markdown/contaminants_regulations.md,pdf,3,ev_limit_0001_022_3,fflo:PermissibleLimit,fkg:ev_limit_0001_022_3,fflo:forProperty,metal contaminants,ssn:Property,fkg:PRO_00223,0.95,shall not contain metal contaminants beyond the limits,,
src_pdf_022_chunk_0003,src_pdf_022,markdown/contaminants_regulations.md,pdf,3,ev_limit_0001_022_3,fflo:PermissibleLimit,fkg:ev_limit_0001_022_3,fflo:specifiedIn,Indian Pharmacopoeia,fflo:FoodStandard,fkg:FOO_02862,0.95,limits specified in the appropriate monographs of the Indian Pharmacopoeia,,
